213,,CCT8,SPARC,GPN1,,GATAD2A,,DERL1,,COPG1,,DDX4
214,,CDC40,Serine/threonine-protein,GPR75-ASB3,,GBP1,,DFNA5,,COPG2,,DDX42
215,,CDC5L,TAGLN2,GSPT1,,GBP3,,DHCR7,,CORO1A,,DDX46
216,,CDC73,TFRC,GSPT2,,GCSH,,DHX15,,CORO1C,,DDX47
217,,CDCP1,TGFBI,GTF2A1,,GDAP1,,DHX9,,CORO6,,DDX5
218,,CDK11A,THBS1,GTF2F1,,GEMIN5,,DIABLO,,CORO7,,DDX50
219,,CDK11B,TIMP1,GTF2H1,,GLS,,DIS3,,CORO7-PAM16,,DDX52
220,,CDK2,TMSB10,GTF2I,,GOLT1B,,DKC1,,CPNE1,,DDX6
221,,CDK4,TMSB4X,HAPLN3,,GPATCH1,,DLGAP4,,CPOX,,DEK
222,,CDK5,TNC,HAT1,,GPC1,,DNAJA1,,CPSF2,,DERL1
223,,CDK7,TPI1,HCFC1,,GPRC5A,,DNAJB11,,CPSF3,,DGCR14
224,,CDK9,TPM1,HDAC1,,GRPEL1,,DNAJC10,,CPSF4,,DHX15
225,,CDKN1C,TPM2,HEATR1,,GRWD1,,DNAJC13,,CREBBP,,DHX30
226,,CDKN2A,TPM4,HECTD1,,GSTO1,,DNM1,,CRKL,,DHX38
227,,CDKN2B,TTN,HMBS,,GSTP1,,DNMT1,,CRLF3,,DHX8
228,,CDKN2C,TUBA4A,HN1,,GTF2F1,,DOCK2,,CRMP1,,DHX9
229,,CECR5,TXN,HNRNPA1,,GTF2F2,,DPYSL3,,CRTAP,,DIEXF
230,,CENPC1,VASN,HNRNPA1L2,,GTF2I,,DUSP3,,CRYAB,,DNAJA1
231,,CENPV,VCL,HNRNPA2B1,,GTF3C1,,DVL3,,CSDC2,,DNAJB6
232,,CEP41,VTN,HNRNPAB,,GTF3C5,,DYNC1H1,,CSK,,DNAJC25-GNG10
233,,CEP97,VWF,HNRNPF,,GUK1,,DYNC1LI2,,CSNK2A2,,DNAJC7
234,,CETN2,WDR1,HNRNPK,,HDDC3,,ECE1,,CSPG4,,DNAJC9
235,,CFDP1,WDR7,HNRNPM,,HDGF,,EED,,CSTB,,DNMT1
236,,CHAMP1,WIF1,HNRNPR,,HEATR1,,EEF1A1,,CTBP1,,DPP3
237,,CHD1,YWHAB,HOOK3,,HECTD1,,EEF1A2,,CTHRC1,,DPP9
238,,CHD2,YWHAE,HPRT1,,HK3,,EEF1D,,CTNNBL1,,DR1
239,,CHD3,YWHAG,HSPA14,,HKDC1,,EEFSEC,,CTPS1,,DRAP1
240,,CHD4,YWHAQ,HSPA4,,HM13,,EFHD2,,CTPS2,,DSC2
241,,CHD5,YWHAZ,HSPA4L,,HMGB3,,EFNB1,,CTR9,,DSC3
242,,CHD6,ZNF512B,HSPBP1,,HNF4A,,EFR3A,,CTSD,,DSG3
243,,CHD7,ZYX,HSPH1,,HOOK3,,EHD1,,CTTN,,DTYMK
244,,CHD9,,HTRA3,,HPRT1,,EHD4,,CUL1,,DUSP12
245,,CHERP,,HTT,,HSD17B12,,EIF2AK2,,CUL2,,DYNC1H1
246,,CHMP4B,,HUWE1,,HSD17B7,,EIF2B1,,CUL4A,,DYNC1LI1
247,,CHN1,,IARS,,HSP90AA1,,EIF2S2,,CUL4B,,DYNLRB1
248,,CHORDC1,,ICAM1,,HSP90AB1,,EIF3B,,CWC15,,EBNA1BP2
249,,CHURC1-FNTB,,IDE,,HSPA4,,EIF4A1,,CWF19L1,,EBP
250,,CIAPIN1,,IL18,,HSPA8,,EIF4A2,,CYB5R3,,EDC4
251,,CIRBP,,ILF2,,HSPD1,,EIF4A3,,DAGLB,,EEF1A1
252,,CISD2,,IMP3,,HSPE1,,ELAC2,,DAZAP1,,EEF1B2
253,,CKAP5,,IMPDH1,,HSPE1-MOB4,,ELMOD2,,DBR1,,EEF1D
254,,CKB,,IMPDH2,,HSPH1,,EMC2,,DCLK1,,EEF1G
255,,CKMT1A,,INTS5,,HTRA1,,EMC6,,DCP1A,,EEF2
256,,CKMT1B,,IPO4,,HTRA3,,EMD,,DCPS,,EFTUD2
257,,CLASP1,,IPO5,,ICMT,,EML4,,DCTPP1,,EIF1AX
258,,CLDN3,,IPO7,,IFI35,,ENAH,,DDB1,,EIF1B
259,,CLN6,,IPO9,,IFITM1,,ENPEP,,DDB2,,EIF2AK2
260,,CLNS1A,,JAK3,,IFITM3,,EPB41L3,,DDOST,,EIF2B1
261,,CLUH,,KANSL3,,IGF2BP1,,EPPK1,,DDX17,,EIF2B3
262,,CMBL,,KDM1A,,IGF2BP3,,EPX,,DDX18,,EIF2B4
263,,CNOT1,,KHSRP,,IGF2R,,EWSR1,,DDX21,,EIF2S2
264,,CNOT10,,KIAA0020,,IGFBP7,,EXOSC9,,DDX27,,EIF2S3
265,,CNOT2,,KIAA1429,,IKBIP,,F2,,DDX39A,,EIF3K
266,,CNOT3,,KIAA1704,,ILF3,,FAM120A,,DDX39B,,EIF3M
267,,CNOT6,,KIF22,,IMP3,,FAM122A,,DDX3X,,EIF4A1
268,,CNOT6L,,KPNA2,,IMPDH1,,FAM160B1,,DDX3Y,,EIF4A2
269,,CNPY2,,KPNA4,,INPP5D,,FAM49A,,DDX41,,EIF4A3
270,,COASY,,KPNA6,,INPPL1,,FAM49B,,DDX42,,EIF4G1
271,,COBRA1,,KYNU,,INTS1,,FAM50A,,DDX54,,EIF4H
272,,COG7,,LARP1,,INTS6,,FAM98B,,DDX58,,EIF5
273,,COIL,,LAS1L,,IPO5,,FAP,,DDX60,,EIF5B
274,,COPA,,LDB1,,IPO7,,FARP1,,DEGS1,,EIF6
275,,COPE,,LDHA,,IRAK1,,FBL,,DEK,,ELAVL1
276,,COPG2,,LIG1,,ISLR,,FBLIM1,,DENND4C,,EMC1
277,,COPS2,,LILRB4,,ITGA2,,FBLN1,,DERL1,,EMC2
278,,COPS7B,,LOC100996643,,ITGAM,,FBP1,,DES,,EMC6
279,,COPS8,,LOC100996887,,ITGAV,,FBXO21,,DGKA,,EMG1
280,,CORO7,,LOC730268,,ITGB5,,FCGRT,,DHX15,,ENO1
281,,CORO7-PAM16,,LOXL3,,ITGB7,,FGA,,DHX16,,ENO2
282,,COTL1,,LPCAT1,,ITM2B,,FGB,,DHX32,,ENO3
283,,CPD,,LRPPRC,,ITSN1,,FGG,,DHX37,,ENOPH1
284,,CPE,,LSG1,,KARS,,FHOD1,,DHX38,,ENSA
285,,CPEB2,,LYAR,,KCTD9,,FKBP11,,DIAPH1,,ENY2
286,,CPEB3,,LYN,,KDM1A,,FKBP15,,DIAPH2,,EPCAM
287,,CPNE4,,MAGED2,,KDM5D,,FKBP1A,,DIP2B,,EPG5
288,,CPNE6,,MAK16,,KHSRP,,FKBP3,,DIS3,,EPRS
289,,CPNE7,,MAP1LC3B,,KIAA0020,,FKBP9,,DKC1,,EPS15
290,,CPSF1,,MAP1LC3B2,,KIAA1704,,FMNL1,,DLGAP4,,EPS15L1
291,,CPSF2,,MARS,,KIF5A,,FMOD,,DNAJA1,,ERP44
292,,CPSF3,,MAT1A,,KIF5B,,FN1,,DNAJC1,,EXOSC7
293,,CPSF4,,MAT2A,,KIF5C,,FOXK1,,DNAJC25-GNG10,,EXT2
294,,CPSF6,,MATR3,,KIN,,FSCN1,,DNPEP,,FAF1
295,,CPSF7,,MBD2,,KLC1,,FTH1,,DNTTIP1,,FAM114A1
296,,CREB1,,MBD3,,KPNA1,,FTL,,DOCK4,,FAM203A
297,,CREBBP,,MCAT,,KPNA2,,FTSJD2,,DOCK5,,FAM203B
298,,CRKL,,MCM2,,KPNA4,,FUBP1,,DOCK8,,FAM208A
299,,CRLF3,,MCM3,,KRR1,,FUBP3,,DPCD,,FAM49B
300,,CRNKL1,,MCM4,,KRT23,,FUS,,DPP3,,FAM50A
301,,CRTAP,,MCM5,,LACTB2,,FXR1,,DPP9,,FAM83F
302,,CSDA,,MCM6,,LAMB3,,GAA,,DPYSL2,,FAM91A1
303,,CSDE1,,MCM7,,LAMP2,,GALNT2,,DTD1,,FASN
304,,CSE1L,,MCM8,,LAS1L,,GANAB,,DTX3L,,FBLIM1
305,,CSNK1A1L,,MCTS1,,LCN2,,GAR1,,DTYMK,,FDPS
306,,CSNK2A1,,MED1,,LDHA,,GART,,DUSP3,,FEN1
307,,CSNK2A1P,,MED10,,LDHAL6B,,GATAD2B,,DYNC1I2,,FGFR1OP2
308,,CSNK2A2,,MED22,,LEPRE1,,GBAS,,DYNLL1,,FHOD1
309,,CSNK2B,,MED23,,LIG1,,GBP1,,EBNA1BP2,,FKBP2
310,,CSTF1,,MED25,,LIG3,,GBP3,,EDC4,,FKBP4
311,,CTBP2,,MED30,,LMCD1,,GBP5,,EDF1,,FLAD1
312,,CTHRC1,,MED4,,LMO7,,GC,,EEF1A1,,FLT1
313,,CTNNBL1,,MED6,,LOC100653071,,GDAP2,,EEF1A2,,FLT4
314,,CTPS1,,MEF2B,,LOC100996643,,GFM1,,EEF1G,,FMR1
315,,CTPS2,,MEMO1,,LOC101060545,,GFPT1,,EEF2,,FNBP4
316,,CUL3,,METAP2,,LOC391722,,GFPT2,,EFHD2,,FOXK1
317,,CUL4A,,METTL1,,LPGAT1,,GGCX,,EFTUD2,,FOXRED1
318,,CUL4B,,MKI67,,LRCH1,,GHDC,,EGFR,,FPGS
319,,CUTA,,MMP14,,LRWD1,,GHITM,,EGLN1,,FTSJ3
320,,CUX1,,MMP19,,LSM12,,GIT2,,EHBP1,,FUS
321,,CWF19L1,,MRFAP1,,LSM14B,,GLA,,EHBP1L1,,FXR1
322,,CXorf26,,MRPL16,,LSM4,,GLB1,,EHD2,,G3BP1
323,,CXorf38,,MRPL23,,LTBP1,,GLG1,,EIF2AK2,,G3BP2
324,,CYCS,,MRPL4,,LTF,,GLRX5,,EIF2B5,,GALK1
325,,DAK,,MRPL47,,LUC7L,,GLS,,EIF2S1,,GANAB
326,,DAP3,,MRPS14,,MAGED2,,GMPS,,EIF2S2,,GAPVD1
327,,DARS,,MRPS35,,MAGOH,,GNA12,,EIF2S3,,GARS
328,,DARS2,,MRTO4,,MAGOHB,,GNAL,,EIF2S3B,,GATAD2B
329,,DAZAP1,,MSH2,,MAPRE1,,GNB1L,,EIF3B,,GCFC1
330,,DBN1,,MSH6,,MARS,,GNS,,EIF3D,,GCN1L1
331,,DBR1,,MTHFD1,,MARS2,,GOLGA5,,EIF3E,,GDI1
332,,DCAF7,,MTHFD1L,,MCFD2,,GOLIM4,,EIF3I,,GDI2
333,,DCAKD,,MTHFD2,,MCM2,,GPC4,,EIF3L,,GEMIN5
334,,DCK,,MTMR14,,MCM3,,GPNMB,,EIF4A3,,GET4
335,,DCLK2,,MTMR2,,MCM5,,GPR89A,,EIF4G1,,GFM1
336,,DCP1A,,MYBBP1A,,MCM6,,GPR89B,,EIF4G2,,GGCT
337,,DCP1B,,NAA16,,MCM7,,GPR89C,,EIF4H,,GGCX
338,,DCTD,,NAA25,,MEMO1,,GPX1,,EIF5B,,GGH
339,,DCTPP1,,NAA40,,MEST,,GSDMD,,EIF6,,GID8
340,,DCUN1D1,,NACA,,METTL1,,GSPT1,,ELAVL1,,GIGYF2
341,,DDB1,,NAE1,,MFAP2,,GSTO1,,ELMO1,,GLRX3
342,,DDX1,,NAP1L1,,MKI67IP,,GTF2H4,,ELMO2,,GLRX5
343,,DDX17,,NASP,,MMP2,,GTF2I,,ELOF1,,GLS
344,,DDX18,,NCAPD2,,MMP9,,GTF3C4,,ELOVL7,,GLTSCR2
345,,DDX21,,NCAPG,,MMS19,,GUCY1B3,,EMG1,,GMPS
346,,DDX23,,NCBP1,,MNDA,,GUSB,,ENO1,,GNL2
347,,DDX27,,NCF4,,MOB1A,,H1FX,,ENO2,,GNL3
348,,DDX39A,,NCKIPSD,,MORF4L1,,H2AFV,,ENO3,,GNS
349,,DDX39B,,NDUFAB1,,MORF4L2,,H2AFX,,ENPP3,,GOLGA2
350,,DDX3X,,NF2,,MPG,,H2AFZ,,EP300,,GOLGA5
351,,DDX3Y,,NFKB2,,MPO,,H3F3A,,EP400,,GOLIM4
352,,DDX41,,NGLY1,,MPRIP,,H3F3B,,EPPK1,,GOLPH3
353,,DDX42,,NIP7,,MRC2,,H3F3C,,EPS15,,GOLT1B
354,,DDX46,,NIT2,,MRE11A,,H6PD,,EPS8,,GOSR1
355,,DDX47,,NMD3,,MSH6,,HCFC1,,ERC1,,GPHN
356,,DDX49,,NME1-NME2,,MST1,,HCK,,ERH,,GPKOW
357,,DDX5,,NOC3L,,MTDH,,HDAC2,,ERI3,,GPR89A
358,,DDX50,,NOP2,,MTHFD1L,,HDGF,,ESYT1,,GPR89B
359,,DDX51,,NOP9,,MTHFSD,,HDGFRP2,,ETF1,,GPX7
360,,DDX6,,NPL,,MUC13,,HDLBP,,EVL,,GRWD1
361,,DEDD,,NPM1,,MX1,,HELZ2,,EXOC2,,GSDMD
362,,DEK,,NPM3,,MX2,,HEXA,,EXOC4,,GSK3B
363,,DENND4C,,NSUN2,,MXRA5,,HEXB,,EXOC7,,GTF2A1
364,,DENR,,NUP133,,MYBBP1A,,HINT3,,EXOSC3,,GTF3C1
365,,DFFA,,NUP155,,MYH9,,HIST1H1B,,EXOSC4,,GTPBP4
366,,DGKZ,,NUP37,,MYL12A,,HIST1H1C,,EXOSC7,,GUCY1A3
367,,DHCR24,,NUP85,,MYL12B,,HIST1H1D,,EXOSC8,,HARS
368,,DHTKD1,,NUP93,,MYO19,,HIST1H1E,,EXOSC9,,HAT1
369,,DHX15,,NUPL1,,NAA15,,HIST1H1T,,FABP5,,HAUS4
370,,DHX16,,NUPL2,,NAA25,,HIST1H2AA,,FABP6,,HDAC1
371,,DHX30,,OGT,,NAA38,,HIST1H3A,,FAF2,,HDAC2
372,,DHX36,,OTUB1,,NAA50,,HIST1H3B,,FAM114A1,,HDLBP
373,,DHX40,,OXCT1,,NAE1,,HIST1H3C,,FAM114A2,,HEATR1
374,,DHX57,,OXCT2,,NAMPT,,HIST1H3D,,FAM172A,,HEATR3
375,,DHX8,,PABPN1,,NAT2,,HIST1H3E,,FAM91A1,,HECTD3
376,,DHX9,,PAF1,,NCBP1,,HIST1H3F,,FBL,,HES1
377,,DIAPH1,,PAICS,,NCEH1,,HIST1H3G,,FBLN2,,HEXB
378,,DICER1,,PAK2,,NCF4,,HIST1H3H,,FBXO17,,HINT1
379,,DIMT1,,PAM16,,NCL,,HIST1H3I,,FDXR,,HM13
380,,DIS3,,PAPOLA,,NCSTN,,HIST1H3J,,FERMT3,,HMGB2
381,,DIS3L2,,PARP1,,NEBL,,HIST1H4A,,FHL1,,HMGB3
382,,DKC1,,PAX5,,NELFE,,HIST1H4B,,FKBP10,,HMOX2
383,,DLG3,,PBRM1,,NEXN,,HIST1H4C,,FKBP15,,HNRNPA1
384,,DLGAP4,,PCBP2,,NFKB2,,HIST1H4D,,FKBP1A,,HNRNPA1L2
385,,DMAP1,,PCNA,,NFS1,,HIST1H4E,,FLOT1,,HNRNPA2B1
386,,DNAJA1,,PCNT,,NHP2,,HIST1H4F,,FLT1,,HNRNPAB
387,,DNAJB11,,PDIA6,,NMD3,,HIST1H4H,,FLT4,,HNRNPH1
388,,DNAJB14,,PELP1,,NMT1,,HIST1H4I,,FMNL1,,HNRNPH2
389,,DNAJC10,,PES1,,NNMT,,HIST1H4J,,FMNL2,,HNRNPK
390,,DNAJC11,,PFAS,,NOB1,,HIST1H4K,,FMO3,,HNRNPL
391,,DNAJC19,,PFDN4,,NOLC1,,HIST1H4L,,FN1,,HNRNPU
392,,DNAJC7,,PFDN5,,NONO,,HIST2H2AB,,FNDC3A,,HNRNPUL1
393,,DNAJC8,,PFKP,,NOP10,,HIST2H3A,,FNDC3B,,HOOK3
394,,DNAJC9,,PGP,,NOP14,,HIST2H3C,,FOXK1,,HPCAL1
395,,DNM1,,PHAX,,NOP2,,HIST2H3D,,FRMD8,,HPRT1
396,,DNM1L,,PHB,,NOP56,,HIST2H4A,,FRYL,,HSP90AA1
397,,DNM2,,PIH1D1,,NOP58,,HIST2H4B,,FSCN1,,HSP90AB1
398,,DNMT1,,PIK3AP1,,NQO1,,HIST3H3,,FTH1,,HSP90B1
399,,DNMT3A,,PIK3C3,,NRP2,,HIST4H4,,FTO,,HSPA14
400,,DOHH,,PKM,,NSUN2,,HK3,,FUBP1,,HSPA2
401,,DOPEY2,,PKN1,,NT5DC2,,HLA-B,,FUBP3,,HSPA4L
402,,DPF2,,PLCG2,,NUCKS1,,HLA-C,,FUS,,HSPA5
403,,DPP3,,PNO1,,NUDC,,HLA-DMB,,G3BP1,,HSPA8
404,,DRG1,,PNP,,NUDCD1,,HLA-DQA2,,G6PD,,HSPB11
405,,DSC1,,POGZ,,NUDCD3,,HLA-DRB3,,GAA,,HSPBP1
406,,DSP,,POLD1,,NUP107,,HLA-DRB5,,GALNT14,,HSPH1
407,,DTD1,,POLR1A,,NUP160,,HLA-E,,GAPDH,,HTRA3
408,,DTYMK,,POLR2B,,NUP205,,HLA-G,,GAPVD1,,HYOU1
409,,DUS3L,,POLR3F,,NUP43,,HMG20A,,GART,,IAH1
410,,DUT,,PON1,,NUP54,,HMGA1,,GATAD2A,,IARS
411,,DVL2,,POP7,,NUP93,,HMGB1,,GBE1,,IDI1
412,,EBNA1BP2,,POSTN,,NUPL1,,HMGB3,,GBP1,,IGBP1
413,,EBP,,PPA1,,NUTF2,,HMOX1,,GBP2,,IGF2R
414,,ECSIT,,PPAN,,OAS2,,HMOX2,,GBP4,,IK
415,,EDC3,,PPAN-P2RY11,,OCIAD2,,HNRNPC,,GCC2,,IMP3
416,,EDC4,,PPFIBP2,,OGFR,,HNRNPLL,,GDI1,,IMP4
417,,EDEM3,,PPIH,,OLA1,,HNRNPR,,GEMIN5,,IMPAD1
418,,EDF1,,PPIL2,,OLFM4,,HNRNPUL2,,GFAP,,IMPDH1
419,,EED,,PPM1G,,OSBPL3,,HPRT1,,GFPT1,,IPO4
420,,EEF1A1,,PPP1CC,,OTUD4,,HPS6,,GFPT2,,IPO5
421,,EEF1A2,,PPP2CA,,OTUD6B,,HSD17B11,,GIMAP4,,IPO7
422,,EEF1B2,,PPP2CB,,P4HA1,,HSD17B12,,GIMAP7,,IPO9
423,,EEF1E1,,PPP2R1A,,P4HA2,,HSP90AA1,,GIMAP8,,IRF2BP2
424,,EEF1G,,PPP2R1B,,PAAF1,,HSP90AB1,,GIT2,,IRF3
425,,EEF2,,PPP2R2A,,PACS1,,HSP90B1,,GLRX3,,ISLR
426,,EEPD1,,PPP2R5C,,PAFAH1B3,,HSPA13,,GMPS,,ITFG3
427,,EFCAB4A,,PPP4C,,PAICS,,HSPA5,,GNAI2,,ITGAX
428,,EFTUD1,,PPP6R3,,PALLD,,HSPB11,,GNE,,ITGB7
429,,EFTUD2,,PRDX6,,PARP1,,HSPE1,,GNG10,,IWS1
430,,EIF1AX,,PRKRA,,PARP14,,HSPH1,,GNL3,,JMJD6
431,,EIF1AY,,PRMT5,,PCBP2,,HTATSF1,,GOLGA3,,KATNA1
432,,EIF2A,,PRPF19,,PCBP3,,HTRA1,,GOLPH3L,,KDM1A
433,,EIF2AK2,,PRPF4,,PCOLCE,,HTRA3,,GORASP2,,KHDRBS1
434,,EIF2B1,,PRPF4B,,PDCD11,,HYOU1,,GPI,,KHSRP
435,,EIF2B3,,PRPSAP2,,PDCD5,,ICAM1,,GPN1,,KIAA0020
436,,EIF2B4,,PRRC2B,,PDCL3,,IFIT1,,GPX1,,KIAA0196
437,,EIF2B5,,PSAT1,,PDE6D,,IFIT5,,GRAMD4,,KIF1B
438,,EIF2S1,,PSMA2,,PDGFRB,,IFITM1,,GRB2,,KIF3A
439,,EIF2S2,,PSMA5,,PDLIM4,,IGF2BP2,,GSDMD,,KIF5A
440,,EIF2S3,,PSMA6,,PDLIM5,,IGF2R,,GTF2B,,KIF5B
441,,EIF3A,,PSMA8,,PES1,,IGFBP7,,GTF2F1,,KIF5C
442,,EIF3B,,PSMC3,,PEX19,,IKBIP,,GTF2H1,,KIFC3
443,,EIF3C,,PSMC5,,PEX5,,IL4I1,,GTF3C2,,KLC1
444,,EIF3CL,,PSMD1,,PFDN1,,ILF2,,GTF3C3,,KLC3
445,,EIF3D,,PSMD11,,PFDN4,,ILF3,,GTF3C5,,KPNA1
446,,EIF3G,,PSMD12,,PFDN5,,IMPAD1,,GTPBP4,,KPNA2
447,,EIF3I,,PSMD2,,PGAM1,,INA,,GYG1,,KPNA3
448,,EIF3K,,PSMD3,,PGK1,,IRF2BPL,,GYS1,,KPNA4
449,,EIF3M,,PSMD6,,PGK2,,IRF5,,H6PD,,KPNA6
450,,EIF4A1,,PSMD7,,PGM2L1,,IRF9,,HCK,,KRR1
451,,EIF4A2,,PSME3,,PGRMC1,,ISG15,,HCLS1,,KRTCAP2
452,,EIF4A3,,PSMG1,,PHF8,,ISLR,,HDAC1,,LAMA4
453,,EIF4E,,PTBP1,,PIR,,ITGA1,,HDGF,,LAMTOR1
454,,EIF4E2,,PTMA,,PITRM1,,ITGA2,,HDLBP,,LARP4B
455,,EIF4G1,,PTPMT1,,PKM,,ITGA3,,HEATR1,,LDHA
456,,EIF4G2,,PTRH2,,PLBD1,,ITGA5,,HECTD1,,LEPREL4
457,,EIF4G3,,PUF60,,PLEC,,ITGA6,,HIF1AN,,LIG3
458,,EIF5,,PWP2,,PLEKHA1,,ITGAM,,HINT1,,LILRA1
459,,EIF5B,,PXK,,PLOD1,,ITGAV,,HINT3,,LILRA3
460,,ELAC2,,QARS,,PLOD2,,ITGB1,,HK2,,LLPH
461,,ELAVL1,,QRICH1,,PLOD3,,ITGB2,,HK3,,LMAN1
462,,ELMOD2,,QSOX2,,PLTP,,ITGB4,,HKDC1,,LOC100294033
463,,ELOVL5,,RAB3GAP1,,PLXDC2,,ITGB5,,HLA-A,,LOC100506562
464,,ELP3,,RAB3GAP2,,PML,,ITIH1,,HLA-B,,LOC100996643
465,,EMG1,,RAB8A,,PNO1,,ITIH2,,HLA-C,,LOC100996887
466,,ENO1,,RABGAP1,,PNPT1,,ITM2B,,HLA-DMA,,LOC101059922
467,,ENO2,,RABGAP1L,,POFUT1,,ITPR3,,HLA-DPA1,,LOC101060252
468,,ENO3,,RAD23B,,POLD1,,IWS1,,HLA-DQA1,,LOC101060318
469,,ENOPH1,,RAN,,POLDIP2,,JMJD6,,HLA-DQA2,,LOC101060541
470,,ENSA,,RANBP1,,PON2,,KDELR1,,HLA-DRA,,LOC101060589
471,,ENY2,,RANBP3,,POP1,,KDM3B,,HLA-DRB1,,LOC101060751
472,,EP400,,RANGAP1,,POU2F1,,KHDRBS1,,HLA-DRB5,,LPCAT1
473,,EPCAM,,RANGRF,,POU2F2,,KHDRBS2,,HLA-E,,LRRC59
474,,EPM2AIP1,,RB1,,POU2F3,,KHDRBS3,,HLA-F,,LRRFIP2
475,,EPRS,,RBBP4,,PPA1,,KIAA1033,,HLA-G,,LRWD1
476,,ERCC4,,RBM23,,PPAN,,KIAA1598,,HM13,,LSG1
477,,ERH,,RBPJL,,PPAN-P2RY11,,KLC2,,HMG20A,,LSM12
478,,ERO1L,,RCC2,,PPAT,,KLKB1,,HMGB1,,LSM3
479,,ESPNL,,RFC1,,PPFIA1,,KNG1,,HMOX1,,LUC7L2
480,,ESRP1,,RFC3,,PPID,,KPNA2,,HNRNPA0,,LUZP1
481,,EWSR1,,RFC5,,PPP1R18,,KPNA3,,HNRNPA3,,LYAR
482,,EXD2,,RFTN1,,PRKCI,,KPNA4,,HNRNPAB,,MACF1
483,,EXOSC10,,RIF1,,PRKCZ,,KRT14,,HNRNPC,,MAD1L1
484,,EXOSC2,,RIOK2,,PRKDC,,KRT16,,HNRNPD,,MAGED1
485,,EXOSC4,,RIPK3,,PRMT1,,KRT17,,HNRNPDL,,MAGED2
486,,EXOSC5,,RMND1,,PRMT3,,KRT18,,HNRNPF,,MAGOHB
487,,EXOSC7,,RNGTT,,PROS1,,KRT23,,HNRNPH1,,MAK16
488,,EXOSC8,,RNPS1,,PRPF31,,KRT25,,HNRNPH2,,MANF
489,,EXOSC9,,RPAP3,,PRPF4,,KRT26,,HNRNPH3,,MAP1LC3A
490,,FAF1,,RPL13A,,PRPF6,,KRT27,,HNRNPK,,MAP1LC3B
491,,FAM103A1,,RPL17,,PRTN3,,KRT28,,HNRNPL,,MAP1LC3B2
492,,FAM107B,,RPL17-C18ORF32,,PSMB9,,KRT31,,HNRNPM,,MAPK1
493,,FAM120C,,RPL30,,PSMC5,,KRT32,,HNRNPU,,MAPK7
494,,FAM125A,,RPL4,,PSMD11,,KRT33B,,HNRNPUL1,,MAPKAPK2
495,,FAM171A2,,RPL7A,,PSMD13,,KRT35,,HNRNPUL2,,MAPRE1
496,,FAM172A,,RPL7L1,,PSME3,,KRT36,,HOOK1,,MARCHF5
497,,FAM192A,,RPLP0,,PSMG3,,KRT37,,HOOK3,,MBLAC2
498,,FAM195B,,RPP30,,PSPH,,KRT38,,HPCA,,MCM2
499,,FAM213A,,RPS10-NUDT3,,PTBP1,,KRTCAP2,,HPCAL1,,MCM3
500,,FAM49B,,RPS12,,PTGES3,,LACTB2,,HSD17B11,,MCM3AP
501,,FAM50A,,RPS13,,PTK7,,LAMB1,,HSP90AB1,,MCM4
502,,FAM50B,,RPS3,,PTMA,,LAMB3,,HSP90B1,,MCM5
503,,FAM83H,,RPS7,,PTMS,,LAMC2,,HSPA13,,MCM6
504,,FAM91A1,,RRM1,,PTPN12,,LAP3,,HSPA14,,MCM7
505,,FAM96B,,RRM2B,,PUF60,,LASP1,,HSPA4L,,MCMBP
506,,FAM98B,,RRP12,,PUM1,,LCP1,,HSPA5,,MDC1
507,,FARSA,,RRP1B,,PUS1,,LDHA,,HSPB1,,MDH1
508,,FARSB,,RRP7A,,PUS7,,LDHB,,HSPB11,,MED24
509,,FASTKD2,,RRP8,,PWP2,,LEMD2,,HSPB8,,MED4
510,,FAT1,,RSL1D1,,PXDN,,LEPRE1,,HSPBP1,,METTL13
511,,FBL,,RTN4IP1,,PYCR1,,LGALS1,,HYOU1,,MIF
512,,FBXL18,,RUVBL1,,PYCR2,,LGALS9,,IAH1,,MKI67IP
513,,FBXO30,,SASH3,,RAB11FIP1,,LGALS9B,,ICAM1,,MMP14
514,,FBXO45,,SBNO1,,RAB31,,LGALS9C,,IFI16,,MNAT1
515,,FBXW8,,SCAF4,,RAD50,,LIG1,,IFI35,,MOB1A
516,,FEN1,,SCAF8,,RAI14,,LIMA1,,IFIT1,,MOB1B
517,,FGD3,,SCFD1,,RALGAPA2,,LMAN1,,IFIT2,,MOGS
518,,FGFR1OP,,SCYL3,,RANBP1,,LMCD1,,IFIT3,,MORF4L1
519,,FH,,SEH1L,,RANBP2,,LMNA,,IFIT5,,MPHOSPH10
520,,FIGNL1,,SEPTIN6,,RANBP6,,LMNB1,,IFITM3,,MPHOSPH8
521,,FIP1L1,,SF1,,RANGAP1,,LMNB2,,IFT140,,MPZL1
522,,FKBP3,,SF3B1,,RARS,,LOC100507709,,IGF2BP3,,MRPL12
523,,FKBP4,,SF3B14,,RASA1,,LOC100507714,,IKBIP,,MRPL13
524,,FLAD1,,SF3B2,,RASAL1,,LOC100509457,,IKBKB,,MRPL38
525,,FMR1,,SF3B3,,RBBP4,,LOC100996725,,IL16,,MRPL39
526,,FNBP1L,,SF3B4,,RBFOX1,,LOC100996747,,IL18,,MRPL43
527,,FNTB,,SFXN2,,RBFOX2,,LOC100996754,,ILF2,,MRPL44
528,,FRG1,,SH2B2,,RBM17,,LOC100996887,,ILF3,,MRPL49
529,,FRYL,,SHMT2,,RBM28,,LOC101060252,,IMP3,,MRPS12
