Cluster,,category,subcategory,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
SCC-enriched,GO:0046486,,,GO:0046486,glycerolipid metabolic process,3/16,390/18870,0.004015995075088159,0.030702930090190123,0.014182121827136455,APOC1/APOC3/ENPP2,3
SCC-enriched,GO:0006090,,,GO:0006090,pyruvate metabolic process,2/16,118/18870,0.004393740250744484,0.033233503385950304,0.015351029767438738,ENO2/FBP1,2
SCC-enriched,GO:0001952,,,GO:0001952,regulation of cell-matrix adhesion,2/16,125/18870,0.004915844540238326,0.03679121545378368,0.01699438777345549,ITGB3/VCL,2
SCC-enriched,GO:0030301,,,GO:0030301,cholesterol transport,2/16,128/18870,0.005147985601568072,0.03812726836161354,0.017611529689574988,APOC1/APOC3,2
SCC-enriched,GO:0043434,,,GO:0043434,response to peptide hormone,3/16,430/18870,0.005276112039875038,0.03849210900067542,0.0177800547904519,AGT/FBP1/ITGB3,3
SCC-enriched,GO:0010595,,,GO:0010595,positive regulation of endothelial cell migration,2/16,130/18870,0.005305522759586768,0.03849210900067542,0.0177800547904519,AGT/ITGB3,2
SCC-enriched,GO:0030168,,,GO:0030168,platelet activation,2/16,133/18870,0.005545975665764907,0.0398301888723116,0.0183981329900973,ITGB3/VCL,2
SCC-enriched,GO:0006639,,,GO:0006639,acylglycerol metabolic process,2/16,134/18870,0.005627229053294726,0.040009598568925504,0.018481004890820576,APOC1/APOC3,2
SCC-enriched,GO:0006638,,,GO:0006638,neutral lipid metabolic process,2/16,135/18870,0.0057090321975205695,0.04018932566769431,0.018564023404131505,APOC1/APOC3,2
SCC-enriched,GO:0015918,,,GO:0015918,sterol transport,2/16,141/18870,0.006211347284718247,0.043296744308183074,0.01999938444615163,APOC1/APOC3,2
SCC-enriched,GO:0010565,,,GO:0010565,regulation of cellular ketone metabolic process,2/16,144/18870,0.006469856261754642,0.04466085244764612,0.020629485474373516,APOC1/APOC3,2
SCC-enriched,GO:0046434,,,GO:0046434,organophosphate catabolic process,2/16,146/18870,0.006644902496626389,0.045428131491359255,0.02098390262092544,APOC1/ENPP2,2
SCC-enriched,GO:0051051,,,GO:0051051,negative regulation of transport,3/16,469/18870,0.006712755629955075,0.045454945265695795,0.020996288286175276,APOC1/APOC3/ITGB3,3
SCC-enriched,GO:0051092,,,GO:0051092,positive regulation of NF-kappaB transcription factor activity,2/16,150/18870,0.007001460593798213,0.04696262719047669,0.021692708095978574,AGT/IL1RAP,2
SCC-enriched,GO:0043086,,,GO:0043086,negative regulation of catalytic activity,3/16,480/18870,0.007156380991223088,0.04728781164253668,0.02184291543781397,AGT/APOC1/APOC3,3
SCC-enriched,GO:0015748,,,GO:0015748,organophosphate ester transport,2/16,152/18870,0.0071829587305119015,0.04728781164253668,0.02184291543781397,APOC1/APOC3,2
SCC-enriched,GO:0050808,,,GO:0050808,synapse organization,3/16,483/18870,0.007280356319735844,0.04748929672781821,0.021935984275785452,IL1RAP/ITGB3/SRGN,3
SCC-enriched,GO:0072006,,,GO:0072006,nephron development,2/16,156/18870,0.007552358975564957,0.048815702105697134,0.022548669860059968,AGT/ITGB3,2
SCC-enriched,GO:0007043,,,GO:0007043,cell-cell junction assembly,2/16,157/18870,0.007646038223991698,0.04883815711593145,0.022559042149930587,AGT/VCL,2
SCC-enriched,GO:0016049,,,GO:0016049,cell growth,3/16,497/18870,0.007875980015627082,0.04883815711593145,0.022559042149930587,AGT/FBP1/VCL,3
SCC-enriched,GO:0016052,,,GO:0016052,carbohydrate catabolic process,2/16,163/18870,0.00821921346214486,0.04883815711593145,0.022559042149930587,ENO2/FBP1,2
SCC-enriched,GO:0042538,,,GO:0042538,hyperosmotic salinity response,1/16,10/18870,0.008448795112882657,0.04883815711593145,0.022559042149930587,FBP1,1
SCC-enriched,GO:0098953,,,GO:0098953,receptor diffusion trapping,1/16,10/18870,0.008448795112882657,0.04883815711593145,0.022559042149930587,ITGB3,1
SCC-enriched,GO:0098970,,,GO:0098970,postsynaptic neurotransmitter receptor diffusion trapping,1/16,10/18870,0.008448795112882657,0.04883815711593145,0.022559042149930587,ITGB3,1
SCC-enriched,GO:0099628,,,GO:0099628,neurotransmitter receptor diffusion trapping,1/16,10/18870,0.008448795112882657,0.04883815711593145,0.022559042149930587,ITGB3,1
SCC-enriched,GO:0150172,,,GO:0150172,regulation of phosphatidylcholine metabolic process,1/16,10/18870,0.008448795112882657,0.04883815711593145,0.022559042149930587,APOC1,1
SCC-enriched,GO:1901388,,,GO:1901388,regulation of transforming growth factor beta activation,1/16,10/18870,0.008448795112882657,0.04883815711593145,0.022559042149930587,AGT,1
SCC-enriched,GO:1903596,,,GO:1903596,regulation of gap junction assembly,1/16,10/18870,0.008448795112882657,0.04883815711593145,0.022559042149930587,AGT,1
SCC-enriched,GO:1904627,,,GO:1904627,response to phorbol 13-acetate 12-myristate,1/16,10/18870,0.008448795112882657,0.04883815711593145,0.022559042149930587,FBP1,1
SCC-enriched,GO:1904628,,,GO:1904628,cellular response to phorbol 13-acetate 12-myristate,1/16,10/18870,0.008448795112882657,0.04883815711593145,0.022559042149930587,FBP1,1
SCC-enriched,GO:1905918,,,GO:1905918,regulation of CoA-transferase activity,1/16,10/18870,0.008448795112882657,0.04883815711593145,0.022559042149930587,AGT,1
SCC-enriched,GO:0006633,,,GO:0006633,fatty acid biosynthetic process,2/16,168/18870,0.008711301811591765,0.048927248191818984,0.02260019459004741,APOC1/APOC3,2
SCC-enriched,GO:0006002,,,GO:0006002,fructose 6-phosphate metabolic process,1/16,11/18870,0.009289983833889681,0.048927248191818984,0.02260019459004741,FBP1,1
SCC-enriched,GO:0010982,,,GO:0010982,regulation of high-density lipoprotein particle clearance,1/16,11/18870,0.009289983833889681,0.048927248191818984,0.02260019459004741,APOC3,1
SCC-enriched,GO:0032754,,,GO:0032754,positive regulation of interleukin-5 production,1/16,11/18870,0.009289983833889681,0.048927248191818984,0.02260019459004741,IL1RAP,1
SCC-enriched,GO:0035812,,,GO:0035812,renal sodium excretion,1/16,11/18870,0.009289983833889681,0.048927248191818984,0.02260019459004741,AGT,1
SCC-enriched,GO:0038003,,,GO:0038003,G protein-coupled opioid receptor signaling pathway,1/16,11/18870,0.009289983833889681,0.048927248191818984,0.02260019459004741,ITGB3,1
SCC-enriched,GO:0044062,,,GO:0044062,regulation of excretion,1/16,11/18870,0.009289983833889681,0.048927248191818984,0.02260019459004741,AGT,1
SCC-enriched,GO:0051386,,,GO:0051386,regulation of neurotrophin TRK receptor signaling pathway,1/16,11/18870,0.009289983833889681,0.048927248191818984,0.02260019459004741,AGT,1
SCC-enriched,GO:0071476,,,GO:0071476,cellular hypotonic response,1/16,11/18870,0.009289983833889681,0.048927248191818984,0.02260019459004741,FBP1,1
SCC-enriched,GO:0072124,,,GO:0072124,regulation of glomerular mesangial cell proliferation,1/16,11/18870,0.009289983833889681,0.048927248191818984,0.02260019459004741,ITGB3,1
SCC-enriched,GO:0099151,,,GO:0099151,regulation of postsynaptic density assembly,1/16,11/18870,0.009289983833889681,0.048927248191818984,0.02260019459004741,IL1RAP,1
SCC-enriched,GO:2000392,,,GO:2000392,regulation of lamellipodium morphogenesis,1/16,11/18870,0.009289983833889681,0.048927248191818984,0.02260019459004741,ENPP2,1
SCLC-enriched,R-HSA-166786,,,R-HSA-166786,Creation of C4 and C2 activators,2/20,14/11009,0.00028163462481927635,0.024220577734457766,0.01867682248801517,MASP2/MBL2,2
SCLC-enriched,R-HSA-166663,,,R-HSA-166663,Initial triggering of complement,2/20,23/11009,0.0007753651512740542,0.031118949577546264,0.02399625242821805,MASP2/MBL2,2
SCLC-enriched,R-HSA-381426,,,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),3/20,125/11009,0.0014145685970373696,0.031118949577546264,0.02399625242821805,IGFBP4/IGFBP6/RCN1,3
SCLC-enriched,R-HSA-9705671,,,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,3/20,126/11009,0.001447393003606803,0.031118949577546264,0.02399625242821805,B2M/MASP2/MBL2,3
SCLC-enriched,R-HSA-9035034,,,R-HSA-9035034,RHOF GTPase cycle,2/20,42/11009,0.00258467953983929,0.044456488085235786,0.034281012844184264,BASP1/MCAM,2
SCLC-enriched,GO:0001867,,,GO:0001867,"complement activation, lectin pathway",2/22,11/18870,7.091226229722466e-05,0.048645811935896115,0.03620257601489891,MASP2/MBL2,2
